#	Time		Duration (s)	Process		Request                             	Port	Result	Data ( String )	

370	15:28:54.966	0.00022770	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^CPIN?.	
371	15:28:54.969	0.00001420	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 33, Data: ..^CPIN: READY,,10,3,10,3....OK..	
372	15:28:55.002	0.00013150	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
373	15:28:55.005	0.00000620	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
374	15:28:55.099	0.00010110	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT^REALNAME.	
375	15:28:55.102	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
376	15:28:55.124	0.00020050	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 8, Data: AT+CGMM.	
377	15:28:55.127	0.00000760	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 14, Data: ..E173....OK..	
378	15:28:55.165	0.00013660	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^CARDLOCK?.	
379	15:28:55.168	0.00000830	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 27, Data: ..^CARDLOCK: 2,10,0....OK..	
380	15:28:55.210	0.00014000	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^CARDLOCK?.	
381	15:28:55.227	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 27, Data: ..^CARDLOCK: 2,10,0....OK..	
382	15:28:55.246	0.00013990	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
383	15:28:55.249	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
384	15:28:55.271	0.00014390	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^CPIN?.	
385	15:28:55.274	0.00000860	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 33, Data: ..^CPIN: READY,,10,3,10,3....OK..	
386	15:28:55.307	0.00018760	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
387	15:28:55.310	0.00000710	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
388	15:28:55.381	0.00015230	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
389	15:28:55.384	0.00000770	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
390	15:28:55.406	0.00013670	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
391	15:28:55.409	0.00000620	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
392	15:28:55.442	0.00014710	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT^REALNAME.	
393	15:28:55.445	0.00000850	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
394	15:28:55.467	0.00015240	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
395	15:28:55.470	0.00000710	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
396	15:28:55.492	0.00013140	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 8, Data: AT+CGMM.	
397	15:28:55.495	0.00000780	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 14, Data: ..E173....OK..	
398	15:28:55.528	0.00016980	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
399	15:28:55.531	0.00000610	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
400	15:28:55.553	0.00010650	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 14, Data: AT^HWNATQRY=?.	
401	15:28:55.556	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
402	15:28:55.578	0.00015330	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
403	15:28:55.581	0.00000900	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
404	15:28:55.603	0.00021160	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
405	15:28:55.606	0.00000750	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
406	15:28:55.639	0.00011820	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
407	15:28:55.642	0.00000830	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
408	15:28:55.664	0.00025390	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 15, Data: AT+CLCK="SC",2.	
409	15:28:55.667	0.00000640	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 18, Data: ..+CLCK: 0....OK..	
410	15:28:55.689	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 12, Data: AT+COPS=3,2.	
411	15:28:55.692	0.00000690	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
412	15:28:55.725	0.00013360	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
413	15:28:55.728	0.00000740	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
414	15:28:55.761	0.00013440	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^OPL=1.	
415	15:28:55.764	0.00001510	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
416	15:28:55.786	0.00011570	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^PNN=1.	
417	15:28:55.789	0.00000700	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
418	15:28:55.812	0.00013240	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
419	15:28:55.829	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
420	15:28:59.699	0.00000970	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 190, Data: ..+CBM: 88..47001002F2110400003E960901025E0B35B145000105409108AE	
421	15:28:59.775	0.00014000	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 23, Data: AT+CPMS="SM","SM","SM".	
422	15:28:59.778	0.00000690	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..+CPMS: 0,15,0,15,0,15....OK..	
423	15:29:00.859	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 13, Data: AT^SYSINFOEX.	
424	15:29:00.862	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
425	15:29:00.884	0.00012220	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
426	15:29:00.887	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
427	15:29:00.909	0.00026300	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
428	15:29:00.912	0.00000790	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
429	15:29:00.945	0.00017410	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
430	15:29:00.948	0.00000890	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
431	15:29:00.981	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 12, Data: AT+COPS=3,1.	
432	15:29:00.984	0.00000640	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
433	15:29:01.006	0.00011040	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
434	15:29:01.009	0.00000900	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
435	15:29:01.031	0.00013610	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
436	15:29:01.034	0.00000890	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
437	15:29:01.067	0.00010820	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
438	15:29:01.070	0.00001410	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
439	15:29:01.092	0.00010930	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
440	15:29:01.095	0.00000610	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
441	15:29:01.117	0.00010090	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
442	15:29:01.120	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
443	15:29:01.142	0.00013640	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
444	15:29:01.145	0.00001220	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
445	15:29:01.179	0.00011980	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
446	15:29:01.182	0.00000990	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
447	15:29:05.354	0.00000750	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 190, Data: ..+CBM: 88..47101002F2110400003E960902025E0B35B1353413018305154F	
448	15:29:06.180	0.00010530	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
449	15:29:06.183	0.00000800	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
450	15:29:06.216	0.00010250	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
451	15:29:06.219	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
452	15:29:06.241	0.00011420	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
453	15:29:06.244	0.00000620	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
454	15:29:06.266	0.00011100	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
455	15:29:06.269	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
456	15:29:06.291	0.00011150	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
457	15:29:06.308	0.00000740	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
458	15:29:06.338	0.00014200	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
459	15:29:06.341	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
460	15:29:06.363	0.00010380	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
461	15:29:06.366	0.00000690	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
462	15:29:06.388	0.00010430	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
463	15:29:06.391	0.00000620	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
464	15:29:06.424	0.00011080	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
465	15:29:06.427	0.00000630	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
466	15:29:06.449	0.00011690	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
467	15:29:06.452	0.00000960	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
468	15:29:06.475	0.00009710	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
469	15:29:06.478	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
470	15:29:06.500	0.00010890	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
471	15:29:06.503	0.00000630	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
472	15:29:09.850	0.00014400	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 23, Data: AT+CPMS="SM","SM","SM".	
473	15:29:09.853	0.00000720	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..+CPMS: 0,15,0,15,0,15....OK..	
474	15:29:11.501	0.00021750	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
475	15:29:11.504	0.00000730	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
476	15:29:11.526	0.00032890	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
477	15:29:11.529	0.00000800	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
478	15:29:11.562	0.00038940	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
479	15:29:11.565	0.00000990	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
480	15:29:11.587	0.00009970	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
481	15:29:11.590	0.00000740	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
482	15:29:11.612	0.00021090	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
483	15:29:11.615	0.00000900	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
484	15:29:11.637	0.00021240	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
485	15:29:11.640	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
486	15:29:11.673	0.00010150	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
487	15:29:11.676	0.00000700	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
488	15:29:11.698	0.00012110	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
489	15:29:11.701	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
490	15:29:11.723	0.00015360	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
491	15:29:11.726	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
492	15:29:11.759	0.00010590	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
493	15:29:11.762	0.00000650	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
494	15:29:11.785	0.00010220	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
495	15:29:11.788	0.00000590	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
496	15:29:11.810	0.00011910	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
497	15:29:11.813	0.00001030	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
498	15:29:16.811	0.00019550	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
499	15:29:16.814	0.00000770	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
500	15:29:16.836	0.00009130	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
501	15:29:16.839	0.00000700	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
502	15:29:16.861	0.00010910	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
503	15:29:16.864	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
504	15:29:16.897	0.00015670	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
505	15:29:16.900	0.00001110	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
506	15:29:16.923	0.00016690	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
507	15:29:16.926	0.00001100	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
508	15:29:16.948	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 9, Data: AT+COPS?.	
509	15:29:16.951	0.00000890	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
510	15:29:16.984	0.00017450	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
511	15:29:16.987	0.00000730	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
512	15:29:17.009	0.00016010	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
513	15:29:17.012	0.00000770	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
514	15:29:17.034	0.00017430	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
515	15:29:17.037	0.00000770	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
516	15:29:17.059	0.00033770	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
517	15:29:17.062	0.00001370	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
518	15:29:17.095	0.00008760	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
519	15:29:17.098	0.00000830	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
520	15:29:17.120	0.00010310	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
521	15:29:17.123	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
522	15:29:19.925	0.00000000	Mobile Partner	IRP_MJ_WRITE                        	COM4		Length: 23, Data: AT+CPMS="SM","SM","SM".	
523	15:29:19.928	0.00000610	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..+CPMS: 0,15,0,15,0,15....OK..	
524	15:29:22.121	0.00011370	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
525	15:29:22.124	0.00000820	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
526	15:29:22.146	0.00011750	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
527	15:29:22.149	0.00000810	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
528	15:29:22.172	0.00009640	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
529	15:29:22.175	0.00000740	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
530	15:29:22.208	0.00010560	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
531	15:29:22.211	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
532	15:29:22.244	0.00012240	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
533	15:29:22.247	0.00000910	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
534	15:29:22.269	0.00009110	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
535	15:29:22.272	0.00000690	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
536	15:29:22.294	0.00011880	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,0.	
537	15:29:22.297	0.00000660	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
538	15:29:22.330	0.00010190	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
539	15:29:22.333	0.00000640	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,0,"MegaFon",0....OK..	
540	15:29:22.355	0.00011350	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,2.	
541	15:29:22.358	0.00000930	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
542	15:29:22.380	0.00026570	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
543	15:29:22.383	0.00000800	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 30, Data: ..+COPS: 0,2,"25002",0....OK..	
544	15:29:22.405	0.00022860	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^SPN=1.	
545	15:29:22.422	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 26, Data: ..^SPN:0,0,MegaFon....OK..	
546	15:29:22.452	0.00035650	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^RFSWITCH?.	
547	15:29:22.455	0.00000800	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
548	15:29:27.453	0.00011220	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 13, Data: AT^SYSINFOEX.	
549	15:29:27.456	0.00000890	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
550	15:29:27.489	0.00010900	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 11, Data: AT^SYSINFO.	
551	15:29:27.492	0.00000680	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 31, Data: ..^SYSINFO:2,3,0,3,1,,3....OK..	
552	15:29:27.514	0.00011070	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT^HCSQ?.	
553	15:29:27.517	0.00000700	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 23, Data: ..COMMAND NOT SUPPORT..	
554	15:29:27.539	0.00010170	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 7, Data: AT+CSQ.	
555	15:29:27.542	0.00000710	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 21, Data: ..+CSQ: 15,99....OK..	
556	15:29:27.564	0.00010130	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 12, Data: AT+COPS=3,1.	
557	15:29:27.567	0.00000670	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 6, Data: ..OK..	
558	15:29:27.600	0.00010150	Mobile Partner	IRP_MJ_WRITE                        	COM4	SUCCESS	Length: 9, Data: AT+COPS?.	
559	15:29:27.603	0.00002160	Mobile Partner	IRP_MJ_READ                         	COM4	SUCCESS	Length: 32, Data: ..+COPS: 0,1,"MegaFon",0....OK..	
